pack_family,project,pack_type,batch,pack_no,card_in_pack,ovr,card_name,date_opened,coin_value_override
strike,training-packs,Strike Elite Pack,,72,2,87,Jadeveon Clowney,2026-05-14,
strike,training-packs,Strike Elite Pack,,72,3,95,Wil Lutz,2026-05-14,
strike,training-packs,Strike Elite Pack,,73,1,80,Thomas Hennessy,2026-05-14,
strike,training-packs,Strike Elite Pack,,73,2,96,Donovan Ezeiruaku,2026-05-14,
strike,training-packs,Strike Elite Pack,,73,3,93,Clark Phillips III,2026-05-14,
strike,training-packs,Strike Elite Pack,,74,1,95,Tracy Porter,2026-05-14,
strike,training-packs,Strike Elite Pack,,74,2,80,Kaden Elliss,2026-05-14,
strike,training-packs,Strike Elite Pack,,74,3,84,Derrick Brooks,2026-05-14,
strike,training-packs,Strike Elite Pack,,75,1,78,Ed Ingram,2026-05-14,
strike,training-packs,Strike Elite Pack,,75,2,96,Thurman Thomas,2026-05-14,
strike,training-packs,Strike Elite Pack,,75,3,85,Jonah Williams,2026-05-14,
strike,training-packs,Strike Elite Pack,,76,1,83,Jordyn Brooks,2026-05-14,
strike,training-packs,Strike Elite Pack,,76,2,95,Dylan Fairchild,2026-05-14,
strike,training-packs,Strike Elite Pack,,76,3,84,Michael Pittman Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,77,1,78,Jacob Bobenmoyer,2026-05-14,
strike,training-packs,Strike Elite Pack,,77,2,79,Harold Landry III,2026-05-14,
strike,training-packs,Strike Elite Pack,,77,3,94,Cole Kmet,2026-05-14,
strike,training-packs,Strike Elite Pack,,78,1,95,Zack Martin,2026-05-14,
strike,training-packs,Strike Elite Pack,,78,2,77,Tykee Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,78,3,86,Matthew Stafford,2026-05-14,
strike,training-packs,Strike Elite Pack,,79,1,88,Mike Gesicki,2026-05-14,
strike,training-packs,Strike Elite Pack,,79,2,95,Trevon Diggs,2026-05-14,
strike,training-packs,Strike Elite Pack,,79,3,84,Davis Allen,2026-05-14,
strike,training-packs,Strike Elite Pack,,80,1,95,Jordan Stout,2026-05-14,
strike,training-packs,Strike Elite Pack,,80,2,84,Jaylin Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,80,3,90,Logan Wilson,2026-05-14,
strike,training-packs,Strike Elite Pack,,81,1,96,Jeff Saturday,2026-05-14,
strike,training-packs,Strike Elite Pack,,81,2,86,Lavonte David,2026-05-14,
strike,training-packs,Strike Elite Pack,,81,3,89,Howie Long,2026-05-14,
strike,training-packs,Strike Elite Pack,,82,1,87,Tetairoa McMillan,2026-05-14,
strike,training-packs,Strike Elite Pack,,82,2,95,Bruce Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,82,3,87,Kerby Joseph,2026-05-14,
strike,training-packs,Strike Elite Pack,,83,1,93,Mike Green,2026-05-14,
strike,training-packs,Strike Elite Pack,,83,2,86,Jack Conklin,2026-05-14,
strike,training-packs,Strike Elite Pack,,83,3,95,Craig Woodson,2026-05-14,
strike,training-packs,Strike Elite Pack,,84,1,95,Chris Boswell,2026-05-14,
strike,training-packs,Strike Elite Pack,,84,2,81,Damien Lewis,2026-05-14,
strike,training-packs,Strike Elite Pack,,84,3,79,Larry Fitzgerald,2026-05-14,
strike,training-packs,Strike Elite Pack,,85,1,96,J.J. Watt,2026-05-14,
strike,training-packs,Strike Elite Pack,,85,2,82,Bilal Nichols,2026-05-14,
strike,training-packs,Strike Elite Pack,,85,3,85,Kevin Byard III,2026-05-14,
strike,training-packs,Strike Elite Pack,,86,1,95,John Simpson,2026-05-14,
strike,training-packs,Strike Elite Pack,,86,2,82,Tyler Johnson,2026-05-14,
strike,training-packs,Strike Elite Pack,,86,3,82,Denzel Perryman,2026-05-14,
strike,training-packs,Strike Elite Pack,,87,1,90,Kyler Gordon,2026-05-14,
strike,training-packs,Strike Elite Pack,,87,2,81,Jared Verse,2026-05-14,
strike,training-packs,Strike Elite Pack,,87,3,94,Nick Chubb,2026-05-14,
strike,training-packs,Strike Elite Pack,,88,1,94,Trevor Lawrence,2026-05-14,
strike,training-packs,Strike Elite Pack,,88,2,81,Julian Love,2026-05-14,
strike,training-packs,Strike Elite Pack,,88,3,84,Maxx Crosby,2026-05-14,
strike,training-packs,Strike Elite Pack,,89,1,96,Cooper Kupp,2026-05-14,
strike,training-packs,Strike Elite Pack,,89,2,80,Jordan Morgan,2026-05-14,
strike,training-packs,Strike Elite Pack,,89,3,82,Nick Cross,2026-05-14,
strike,training-packs,Strike Elite Pack,,90,1,86,O'Cyrus Torrence,2026-05-14,
strike,training-packs,Strike Elite Pack,,90,2,77,Jarran Reed,2026-05-14,
strike,training-packs,Strike Elite Pack,,90,3,97,Will Anderson Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,91,1,97,Jamaree Caldwell,2026-05-14,
strike,training-packs,Strike Elite Pack,,91,2,84,Larry Fitzgerald,2026-05-14,
strike,training-packs,Strike Elite Pack,,91,3,84,Richard Sherman,2026-05-14,
strike,training-packs,Strike Elite Pack,,92,1,95,Jay Hilgenberg,2026-05-14,
strike,training-packs,Strike Elite Pack,,92,2,84,Jon Runyan,2026-05-14,
strike,training-packs,Strike Elite Pack,,92,3,86,Dan Dierdorf,2026-05-14,
strike,training-packs,Strike Elite Pack,,93,1,81,Jamel Dean,2026-05-14,
strike,training-packs,Strike Elite Pack,,93,2,94,Dalton Schultz,2026-05-14,
strike,training-packs,Strike Elite Pack,,93,3,88,John Riggins,2026-05-14,
strike,training-packs,Strike Elite Pack,,94,1,88,Adam Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,94,2,78,Michael Pittman Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,94,3,96,Mecole Hardman,2026-05-14,
strike,training-packs,Strike Elite Pack,,95,1,79,Jon Weeks,2026-05-14,
strike,training-packs,Strike Elite Pack,,95,2,96,Jason Kelce,2026-05-14,
strike,training-packs,Strike Elite Pack,,95,3,84,Ty Robinson,2026-05-14,
strike,training-packs,Strike Elite Pack,,96,1,83,Kamari Lassiter,2026-05-14,
strike,training-packs,Strike Elite Pack,,96,2,95,Montaric Brown,2026-05-14,
strike,training-packs,Strike Elite Pack,,96,3,84,SirVocea Dennis,2026-05-14,
strike,training-packs,Strike Elite Pack,,97,1,98,Troy Vincent,2026-05-15,
strike,training-packs,Strike Elite Pack,,97,2,86,Andrew Beck,2026-05-15,
strike,training-packs,Strike Elite Pack,,97,3,88,Jaden Hicks,2026-05-15,
strike,training-packs,Strike Elite Pack,,98,1,94,Xavier McKinney,2026-05-15,
strike,training-packs,Strike Elite Pack,,98,2,89,Malcolm Rodriguez,2026-05-15,
strike,training-packs,Strike Elite Pack,,98,3,89,Sam Adams,2026-05-15,
strike,training-packs,Strike Elite Pack,,99,1,79,RJ Harvey,2026-05-15,
strike,training-packs,Strike Elite Pack,,99,2,96,Brian Orakpo,2026-05-15,
strike,training-packs,Strike Elite Pack,,99,3,81,Azeez Al-Shaair,2026-05-15,
strike,training-packs,Strike Elite Pack,,100,1,85,Chop Robinson,2026-05-15,
strike,training-packs,Strike Elite Pack,,100,2,86,T'Vondre Sweat,2026-05-15,
strike,training-packs,Strike Elite Pack,,100,3,94,Randall Cunningham,2026-05-15,
strike,training-packs,Strike Elite Pack,,101,1,94,Jay Toia,2026-05-15,
strike,training-packs,Strike Elite Pack,,101,2,84,Dalvin Tomlinson,2026-05-15,
strike,training-packs,Strike Elite Pack,,101,3,81,Jack Campbell,2026-05-15,
strike,training-packs,Strike Elite Pack,,102,1,85,Tyquan Thornton,2026-05-15,
strike,training-packs,Strike Elite Pack,,102,2,95,Carl Banks,2026-05-15,
strike,training-packs,Strike Elite Pack,,102,3,80,Chuba Hubbard,2026-05-15,
strike,training-packs,Strike Elite Pack,,103,1,75,Levi Onwuzurike,2026-05-15,
strike,training-packs,Strike Elite Pack,,103,2,88,Javon Kinlaw,2026-05-15,
strike,training-packs,Strike Elite Pack,,103,3,95,Mitchell Evans,2026-05-15,
strike,training-packs,Strike Elite Pack,,104,1,78,Chop Robinson,2026-05-15,
strike,training-packs,Strike Elite Pack,,104,2,96,Mike Jackson,2026-05-15,
strike,training-packs,Strike Elite Pack,,104,3,78,Kamren Curl,2026-05-15,
strike,training-packs,Strike Elite Pack,,105,1,81,Brock Purdy,2026-05-15,
strike,training-packs,Strike Elite Pack,,105,2,94,Andrew Mukuba,2026-05-15,
strike,training-packs,Strike Elite Pack,,105,3,81,Brandon Aiyuk,2026-05-15,
strike,training-packs,Strike Elite Pack,,106,1,81,Trent Brown,2026-05-15,
strike,training-packs,Strike Elite Pack,,106,2,94,Lavonte David,2026-05-15,
strike,training-packs,Strike Elite Pack,,106,3,88,Trey Smith,2026-05-15,
strike,training-packs,Strike Elite Pack,,107,1,94,Amon-Ra St. Brown,2026-05-15,
strike,training-packs,Strike Elite Pack,,107,2,87,JuJu Smith-Schuster,2026-05-15,
strike,training-packs,Strike Elite Pack,,107,3,90,Andre Cisco,2026-05-15,
strike,training-packs,Strike Elite Pack,,108,1,94,Jason Marshall Jr,2026-05-15,
strike,training-packs,Strike Elite Pack,,108,2,87,Kyler Gordon,2026-05-15,
strike,training-packs,Strike Elite Pack,,108,3,86,Najee Harris,2026-05-15,
strike,training-packs,Strike Elite Pack,,109,1,82,Andre Cisco,2026-05-15,
strike,training-packs,Strike Elite Pack,,109,2,76,Jon Runyan,2026-05-15,
strike,training-packs,Strike Elite Pack,,109,3,96,Haloti Ngata,2026-05-15,
strike,training-packs,Strike Elite Pack,,110,1,78,Jacob Bobenmoyer,2026-05-15,
strike,training-packs,Strike Elite Pack,,110,2,85,Terrell Suggs,2026-05-15,
strike,training-packs,Strike Elite Pack,,110,3,95,Troy Vincent,2026-05-15,
strike,training-packs,Strike Elite Pack,,111,1,96,Luther Burden III,2026-05-15,
strike,training-packs,Strike Elite Pack,,111,2,80,Drew Dalman,2026-05-15,
strike,training-packs,Strike Elite Pack,,111,3,80,Dak Prescott,2026-05-15,
strike,training-packs,Strike Elite Pack,,112,1,96,Plaxico Burress,2026-05-15,
strike,training-packs,Strike Elite Pack,,112,2,84,Jonathon Cooper,2026-05-15,
strike,training-packs,Strike Elite Pack,,112,3,81,Marcus Jones,2026-05-15,
strike,training-packs,Strike Elite Pack,,113,1,80,Ladd McConkey,2026-05-15,
strike,training-packs,Strike Elite Pack,,113,2,82,Larry Fitzgerald,2026-05-15,
strike,training-packs,Strike Elite Pack,,113,3,95,Tyrique Stevenson,2026-05-15,
strike,training-packs,Strike Elite Pack,,114,1,90,Orlando Brown Jr,2026-05-15,
strike,training-packs,Strike Elite Pack,,114,2,80,Jordyn Brooks,2026-05-15,
strike,training-packs,Strike Elite Pack,,114,3,94,Odell Beckham Jr,2026-05-15,
strike,training-packs,Strike Elite Pack,,115,1,95,DeVonta Smith,2026-05-15,
strike,training-packs,Strike Elite Pack,,115,2,79,Calais Campbell,2026-05-15,
strike,training-packs,Strike Elite Pack,,115,3,82,Foyesade Oluokun,2026-05-15,
strike,training-packs,Strike Elite Pack,,116,1,88,Chris Spielman,2026-05-15,
strike,training-packs,Strike Elite Pack,,116,2,89,Richard Sherman,2026-05-15,
strike,training-packs,Strike Elite Pack,,116,3,95,Parker Washington,2026-05-15,
strike,training-packs,Strike Elite Pack,,117,1,90,Grover Stewart,2026-05-15,
strike,training-packs,Strike Elite Pack,,117,2,79,Jason Sanders,2026-05-15,
strike,training-packs,Strike Elite Pack,,117,3,95,Tyler Ott,2026-05-15,
strike,training-packs,Strike Elite Pack,,118,1,79,Greg Dulcich,2026-05-15,
strike,training-packs,Strike Elite Pack,,118,2,95,Tyrique Stevenson,2026-05-15,
strike,training-packs,Strike Elite Pack,,118,3,90,Elgton Jenkins,2026-05-15,
strike,training-packs,Strike Elite Pack,,119,1,90,Noah Fant,2026-05-15,
strike,training-packs,Strike Elite Pack,,119,2,81,Ryan Flournoy,2026-05-15,
strike,training-packs,Strike Elite Pack,,119,3,94,Eli Manning,2026-05-15,
strike,training-packs,Strike Elite Pack,,120,1,96,Donte Jackson,2026-05-15,
strike,training-packs,Strike Elite Pack,,120,2,81,Elgton Jenkins,2026-05-15,
strike,training-packs,Strike Elite Pack,,120,3,77,Josh Simmons,2026-05-15,
strike,training-packs,Strike Elite Pack,,121,1,94,Jake Bailey,2026-05-15,
strike,training-packs,Strike Elite Pack,,121,2,85,Josh Metellus,2026-05-15,
strike,training-packs,Strike Elite Pack,,121,3,76,Donovan Jackson,2026-05-15,
strike,training-packs,Strike Elite Pack,,122,1,80,Drew Dalman,2026-05-15,
strike,training-packs,Strike Elite Pack,,122,2,95,Geno Stone,2026-05-15,
strike,training-packs,Strike Elite Pack,,122,3,80,Jordan Fuller,2026-05-15,
strike,training-packs,Strike Elite Pack,,123,1,83,Jalen Sundell,2026-05-15,
strike,training-packs,Strike Elite Pack,,123,2,94,Tremon Smith,2026-05-15,
strike,training-packs,Strike Elite Pack,,123,3,95,Jon Weeks,2026-05-15,
strike,training-packs,Strike Elite Pack,,124,1,94,Adam Jones,2026-05-15,
strike,training-packs,Strike Elite Pack,,124,2,88,Thurman Thomas,2026-05-15,
strike,training-packs,Strike Elite Pack,,124,3,86,Jared Goff,2026-05-15,
strike,training-packs,Strike Elite Pack,,125,1,82,Jarran Reed,2026-05-15,
strike,training-packs,Strike Elite Pack,,125,2,79,Jerry Tillery,2026-05-15,
strike,training-packs,Strike Elite Pack,,125,3,96,Devin Hester,2026-05-15,
strike,training-packs,Strike Elite Pack,,126,1,94,Adam Jones,2026-05-15,
strike,training-packs,Strike Elite Pack,,126,2,82,Malcolm Koonce,2026-05-15,
strike,training-packs,Strike Elite Pack,,126,3,86,Devaughn Vele,2026-05-15,
strike,training-packs,Strike Elite Pack,,127,1,97,Ryan Shazier,2026-05-15,
strike,training-packs,Strike Elite Pack,,127,2,78,Marcus Epps,2026-05-15,
strike,training-packs,Strike Elite Pack,,127,3,84,Davis Allen,2026-05-15,
strike,training-packs,Strike Elite Pack,,128,1,86,Maurice Jones-Drew,2026-05-15,
strike,training-packs,Strike Elite Pack,,128,2,94,Pat Summerall,2026-05-15,
strike,training-packs,Strike Elite Pack,,128,3,85,Myles Garrett,2026-05-15,
strike,training-packs,Strike Elite Pack,,129,1,81,Jake Elliott,2026-05-15,
strike,training-packs,Strike Elite Pack,,129,2,79,Cooper DeJean,2026-05-15,
strike,training-packs,Strike Elite Pack,,129,3,94,Budda Baker,2026-05-15,
strike,training-packs,Strike Elite Pack,,130,1,80,Tommy Townsend,2026-05-15,
strike,training-packs,Strike Elite Pack,,130,2,95,Jeremy Chinn,2026-05-15,
strike,training-packs,Strike Elite Pack,,130,3,87,Kenneth Murray Jr,2026-05-15,
strike,training-packs,Strike Elite Pack,,131,1,94,Jaylinn Hawkins,2026-05-15,
strike,training-packs,Strike Elite Pack,,131,2,82,Cameron Jordan,2026-05-15,
strike,training-packs,Strike Elite Pack,,131,3,85,Roquan Smith,2026-05-15,
strike,training-packs,Strike Elite Pack,,132,1,82,Justin Herbert,2026-05-15,
strike,training-packs,Strike Elite Pack,,132,2,80,Cairo Santos,2026-05-15,
strike,training-packs,Strike Elite Pack,,132,3,94,Justin Reid,2026-05-15,
strike,training-packs,Strike Elite Pack,,133,1,84,Tyson Bagent,2026-05-15,
strike,training-packs,Strike Elite Pack,,133,2,80,Cairo Santos,2026-05-15,
strike,training-packs,Strike Elite Pack,,133,3,97,Bobby Wagner,2026-05-15,
strike,training-packs,Strike Elite Pack,,134,1,94,Dion Dawkins,2026-05-15,
strike,training-packs,Strike Elite Pack,,134,2,83,Patrick Ricard,2026-05-15,
strike,training-packs,Strike Elite Pack,,134,3,80,Zay Flowers,2026-05-15,
strike,training-packs,Strike Elite Pack,,135,1,94,Jayden Higgins,2026-05-15,
strike,training-packs,Strike Elite Pack,,135,2,83,Matthew Stafford,2026-05-15,
strike,training-packs,Strike Elite Pack,,135,3,81,Blake Cashman,2026-05-15,
strike,training-packs,Strike Elite Pack,,136,1,82,Tariq Woolen,2026-05-15,
strike,training-packs,Strike Elite Pack,,136,2,96,Trey Smith,2026-05-15,
strike,training-packs,Strike Elite Pack,,136,3,81,Jaydon Blue,2026-05-15,
strike,training-packs,Strike Elite Pack,,137,1,94,Jeremiah Owusu-Koramoah,2026-05-15,
strike,training-packs,Strike Elite Pack,,137,2,88,Landon Jackson,2026-05-15,
strike,training-packs,Strike Elite Pack,,137,3,86,Tua Tagovailoa,2026-05-15,
strike,training-packs,Strike Elite Pack,,138,1,88,Jay Hilgenberg,2026-05-15,
strike,training-packs,Strike Elite Pack,,138,2,95,Tytus Howard,2026-05-15,
strike,training-packs,Strike Elite Pack,,138,3,92,Marte Mapu,2026-05-15,
strike,training-packs,Strike Elite Pack,,139,1,94,Cris Collinsworth,2026-05-15,
strike,training-packs,Strike Elite Pack,,139,2,79,DeShon Elliott,2026-05-15,
strike,training-packs,Strike Elite Pack,,139,3,82,Demetrius Knight Jr,2026-05-15,
strike,training-packs,Strike Elite Pack,,140,1,87,Travis Hunter,2026-05-15,
strike,training-packs,Strike Elite Pack,,140,2,95,Joshua Palmer,2026-05-15,
strike,training-packs,Strike Elite Pack,,140,3,77,T'Vondre Sweat,2026-05-15,
strike,training-packs,Strike Elite Pack,,141,1,95,Dylan Cook,2026-05-15,
strike,training-packs,Strike Elite Pack,,141,2,83,Leo Chenal,2026-05-15,
strike,training-packs,Strike Elite Pack,,141,3,85,Carl Banks,2026-05-15,
strike,training-packs,Strike Elite Pack,,142,1,85,Charles Woods,2026-05-15,
strike,training-packs,Strike Elite Pack,,142,2,95,Grant Delpit,2026-05-15,
strike,training-packs,Strike Elite Pack,,142,3,90,Kaden Elliss,2026-05-15,
strike,training-packs,Strike Elite Pack,,143,1,96,Cody Simon,2026-05-15,
strike,training-packs,Strike Elite Pack,,143,2,92,Charvarius Ward,2026-05-15,
strike,training-packs,Strike Elite Pack,,143,3,84,Cody Lindenberg,2026-05-15,
strike,training-packs,Strike Elite Pack,,144,1,94,Gale Sayers,2026-05-15,
strike,training-packs,Strike Elite Pack,,144,2,89,Case Keenum,2026-05-15,
strike,training-packs,Strike Elite Pack,,144,3,88,Penei Sewell,2026-05-15,
strike,training-packs,Strike Elite Pack,,145,1,85,Dominique Rodgers-Cromartie,2026-05-15,
strike,training-packs,Strike Elite Pack,,145,2,94,Josh Oliver,2026-05-15,
strike,training-packs,Strike Elite Pack,,145,3,80,Younghoe Koo,2026-05-15,
strike,training-packs,Strike Elite Pack,,146,1,86,Josh Jobe,2026-05-15,
strike,training-packs,Strike Elite Pack,,146,2,83,Braelon Allen,2026-05-15,
strike,training-packs,Strike Elite Pack,,146,3,95,Warrick Dunn,2026-05-15,
strike,training-packs,Strike Elite Pack,,147,1,94,Derrick Barnes,2026-05-15,
strike,training-packs,Strike Elite Pack,,147,2,89,Aaron Jones,2026-05-15,
strike,training-packs,Strike Elite Pack,,147,3,83,Marlon Humphrey,2026-05-15,
strike,training-packs,Strike Elite Pack,,148,1,94,Landon Dickerson,2026-05-15,
strike,training-packs,Strike Elite Pack,,148,2,87,Tim Patrick,2026-05-15,
strike,training-packs,Strike Elite Pack,,148,3,77,David Onyemata,2026-05-15,
strike,training-packs,Strike Elite Pack,,149,1,96,Logan Wilson,2026-05-15,
strike,training-packs,Strike Elite Pack,,149,2,81,Morgan Cox,2026-05-15,
strike,training-packs,Strike Elite Pack,,149,3,82,Ka'imi Fairbairn,2026-05-15,
strike,training-packs,Strike Elite Pack,,150,1,96,Terrell Buckley,2026-05-15,
strike,training-packs,Strike Elite Pack,,150,2,84,Patrick Mahomes,2026-05-15,
strike,training-packs,Strike Elite Pack,,150,3,86,Penei Sewell,2026-05-15,
strike,training-packs,Strike Elite Pack,,151,1,94,Al-Quadin Muhammad,2026-05-15,
strike,training-packs,Strike Elite Pack,,151,2,86,Alex Forsyth,2026-05-15,
strike,training-packs,Strike Elite Pack,,151,3,83,Rich Gannon,2026-05-15,
strike,training-packs,Strike Elite Pack,,152,1,94,A.J. Barner,2026-05-15,
strike,training-packs,Strike Elite Pack,,152,2,82,Kevin Byard III,2026-05-15,
strike,training-packs,Strike Elite Pack,,152,3,98,Spencer Fano,2026-05-15,
strike,training-packs,Strike Elite Pack,,153,1,94,Jaylinn Hawkins,2026-05-15,
strike,training-packs,Strike Elite Pack,,153,2,84,Zion Johnson,2026-05-15,
strike,training-packs,Strike Elite Pack,,153,3,83,Clelin Ferrell,2026-05-15,
strike,training-packs,Strike Elite Pack,,154,1,81,Zach Allen,2026-05-15,
strike,training-packs,Strike Elite Pack,,154,2,94,Braxton Jones,2026-05-15,
strike,training-packs,Strike Elite Pack,,154,3,84,Dyami Brown,2026-05-15,
strike,training-packs,Strike Elite Pack,,155,1,96,J. Riggins,2026-05-15,
strike,training-packs,Strike Elite Pack,,155,2,78,Jason Peters,2026-05-15,
strike,training-packs,Strike Elite Pack,,155,3,83,Clay Matthews,2026-05-15,
strike,training-packs,Strike Elite Pack,,156,1,95,Bruce Smith,2026-05-15,
strike,training-packs,Strike Elite Pack,,156,2,79,Brandon McManus,2026-05-15,
strike,training-packs,Strike Elite Pack,,156,3,84,Mark Schlereth,2026-05-15,
surge,training-packs,Surge Pack,,47,1,97,Darnell Washington,2026-05-28,207000
surge,training-packs,Surge Pack,,48,1,97,Tariq Woolen,2026-05-28,107500
surge,training-packs,Surge Pack,,49,1,94,Dexter Lawrence II,2026-05-28,32350
surge,training-packs,Surge Pack,,50,1,94,Randall Cunningham,2026-05-28,24350
surge,training-packs,Surge Pack,,51,1,94,Vita Vea,2026-05-28,33750
surge,training-packs,Surge Pack,,52,1,97,Colston Loveland,2026-05-28,
surge,training-packs,Surge Pack,,53,1,94,Harold Carmichael,2026-05-28,32800
surge,training-packs,Surge Pack,,54,1,97,Tariq Woolen,2026-05-28,107500
surge,training-packs,Surge Pack,,55,1,94,Harold Carmichael,2026-05-28,32800
surge,training-packs,Surge Pack,,56,1,97,LaDainian Tomlinson,2026-05-28,176000
surge,training-packs,Surge Pack,,57,1,99,Plaxico Burress,2026-05-28,935555
surge,training-packs,Surge Pack,,58,1,97,Dan Skipper,2026-05-28,172000
surge,training-packs,Surge Pack,,59,1,97,Darnell Washington,2026-05-28,245000
blaze,blaze,Blaze Pack,blaze-pack-39,39,1,95,Quincy Lake,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,2,91,Donnie Jones,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,3,88,Emmiwori,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,4,90,Marcus Ball,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,5,88,Kevin Zeitler,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,6,88,J.J. Watt,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,7,90,Kurt Warner,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,8,92,Smith,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,9,88,Okrenke,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-39,39,10,90,Justin Herbert,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,1,94,Ronnie Lott,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,2,88,D. Hunter,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,3,90,Derrick Henry,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,4,90,R. Green,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,5,88,Alge Crumpler,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,6,91,Bredeson,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,7,92,Mekari,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,8,88,Hennerz,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,9,88,Mafe,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-40,40,10,88,Legette,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,1,88,Tommy Togai,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,2,90,Matthew Stafford,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,3,86,Smith,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,4,87,Justin Reid,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,5,92,Trey Hendrickson,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,6,91,Robert Griffin III,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,7,88,Franklin-Myers,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,8,88,Brown,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,9,91,Miller,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-41,41,10,88,Matsiok,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,1,91,Phillips III,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,2,91,Ngata,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,3,88,Nalen,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,4,89,Key,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,5,88,Flournoy,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,6,90,Bredeson,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,7,92,Diggs,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,8,91,Orakpo,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,9,90,Ferguson,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-47,47,10,90,Andy Dalton,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,1,91,Penning,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,2,76,Loveland,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,3,88,Hunter,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,4,87,Engram,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,5,88,Elliott,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,6,89,Dodson,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,7,90,Adams,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,8,90,Taylor,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,9,89,Tate,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-48,48,10,93,Tarkenton,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,1,88,Rodgers-Cromartie,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,2,90,Newsome II,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,3,88,Modrice,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,4,82,Highsmith,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,5,88,Harrison,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,6,91,Hannah,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,7,77,Cooks,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,8,88,White,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,9,94,Ware,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-49,49,10,89,Ridley,2026-05-29,
blaze,blaze,Blaze Pack,blaze-pack-50,50,1,88,Rankins,2026-05-29,
